Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-123.187,49.183,VANCOUVER SEA ISLAND CCG,1108380,BC,5.4,0.0,,11.5,0.0,-4.0,0.0,,,,268.9,0.0,,,22.0,,,,390.3,0.0,2018
-123.184,49.195,VANCOUVER INTL A,1108395,BC,5.4,0.0,,11.8,0.0,-4.5,0.0,0.0,0.0,,249.4,0.0,,,24.0,,,,392.1,0.0,2018
-123.122,49.295,VANCOUVER HARBOUR CS,1108446,BC,6.3,0.0,,11.3,0.0,0.0,0.0,,,,337.0,0.0,,,23.0,,,,362.7,0.0,2018
-123.193,49.347,WEST VANCOUVER AUT,1108824,BC,5.4,0.0,,13.4,0.0,-1.9,0.0,,,,,,,,,,,,389.6,0.0,2018
-122.947,50.068,WHISTLER ROUNDHOUSE,1108906,BC,-2.6,0.0,,11.0,0.0,-10.5,0.0,387.0,0.0,,408.6,0.0,,311.0,26.0,,,,639.2,0.0,2018
-122.784,49.018,WHITE ROCK CAMPBELL SCIENTIFIC,1108910,BC,5.9,0.0,,14.3,0.0,-3.0,0.0,,,,,,,,,,,,375.3,0.0,2018
-122.967,49.438,N VAN SEYMOUR HATCHERY,110N666,BC,2.2,27.0,0.0,4.5,27.0,0.0,27.0,0.0,27.0,,44.3,27.0,,0.0,4.0,,,,63.4,0.0,2018
-121.498,49.368,HOPE A,1113542,BC,2.1,7.0,,8.0,7.0,-7.5,7.0,,,,204.3,8.0,,,18.0,,,,381.6,0.0,2018
-121.493,49.37,HOPE AIRPORT,1113543,BC,2.1,1.0,,8.2,1.0,-7.4,0.0,,,,0.0,27.0,,0.0,0.0,,,,477.9,0.0,2018
-121.233,49.267,HOPE SLIDE,1113581,BC,-1.1,0.0,0.6,5.5,0.0,-18.5,0.0,121.0,0.0,176.0,209.6,0.0,119.0,55.0,25.0,,,,593.0,0.0,2018
-121.934,50.684,LILLOOET,1114619,BC,-1.4,0.0,,7.0,0.0,-19.1,0.0,,,,,,,,,,,,602.5,0.0,2018
-121.582,50.224,LYTTON A,1114738,BC,-0.8,7.0,,7.2,7.0,-17.5,7.0,,,,77.1,7.0,,,11.0,,,,452.1,0.0,2018
-121.582,50.224,LYTTON RCS,1114746,BC,-0.3,0.0,,7.7,0.0,-17.5,0.0,,,,87.8,0.0,,0.0,14.0,,,,568.0,0.0,2018
-120.333,49.673,JELLICOE,1123721,BC,-3.4,2.0,,5.0,2.0,-21.5,2.0,44.0,2.0,,57.4,2.0,,52.0,15.0,,,,621.6,0.0,2018
-119.378,49.957,KELOWNA,1123939,BC,-1.7,14.0,,6.6,14.0,-17.5,14.0,,,,12.9,14.0,,,5.0,,,,334.5,0.0,2018
-119.4,49.941,KELOWNA UBCO,1123996,BC,-0.6,0.0,,8.0,0.0,-14.6,0.0,,,,39.3,0.0,,11.0,10.0,,,,575.7,0.0,2018
-120.778,50.113,MERRITT,1125073,BC,-2.5,0.0,,8.1,0.0,-22.5,0.0,,,,3.4,30.0,,,1.0,,,,634.8,0.0,2018
-120.801,50.114,MERRITT STP,1125079,BC,-1.9,0.0,1.0,8.0,0.0,-19.0,0.0,21.6,0.0,129.0,53.2,0.0,175.0,0.0,11.0,,,,617.3,0.0,2018
-119.445,50.056,OKANAGAN CENTRE,1125700,BC,0.7,0.0,1.2,9.0,0.0,-11.0,0.0,42.6,0.0,176.0,76.0,0.0,173.0,9.0,14.0,,,,537.3,0.0,2018
-119.545,49.179,OLIVER STP,1125766,BC,1.0,11.0,1.8,8.5,9.0,-12.5,11.0,12.2,8.0,,32.6,8.0,,0.0,10.0,,,,339.3,0.0,2018
-119.441,49.028,OSOYOOS CS,1125852,BC,0.3,0.0,1.2,7.4,0.0,-13.1,0.0,,,,65.6,0.0,,0.0,13.0,,,,548.0,0.0,2018
-119.717,49.783,PEACHLAND,1126070,BC,0.9,0.0,1.1,8.0,0.0,-11.0,0.0,46.0,0.0,193.0,77.0,0.0,178.0,0.0,14.0,,,,531.0,0.0,2018
-119.602,49.463,PENTICTON A,1126146,BC,0.8,0.0,,7.6,0.0,-13.5,0.0,20.4,0.0,,43.1,0.0,,,12.0,,,,533.6,0.0,2018
-120.513,49.468,PRINCETON A,1126510,BC,-3.9,1.0,1.1,5.5,1.0,-22.5,1.0,29.0,1.0,,42.7,1.0,,44.0,13.0,,,,656.9,0.0,2018
-119.194,50.223,VERNON AUTO,1128582,BC,-2.2,0.0,,6.8,0.0,-18.8,0.0,,,,80.9,0.0,,,16.0,,,,627.7,0.0,2018
-119.271,50.344,VERNON NORTH,1128583,BC,-1.5,0.0,1.3,7.0,0.0,-15.5,0.0,79.0,0.0,195.0,92.4,0.0,177.0,40.0,15.0,,,,605.2,0.0,2018
-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,-4.3,1.0,,4.5,1.0,-15.0,1.0,166.0,1.0,,166.0,1.0,,174.0,23.0,,,,668.8,0.0,2018
-120.51,49.465,PRINCETON CS,112FN0M,BC,-4.4,0.0,,5.7,0.0,-23.5,0.0,,,,48.8,0.0,,39.0,11.0,,,,694.4,0.0,2018
-119.649,49.563,SUMMERLAND CS,112G8L1,BC,0.0,0.0,1.4,7.5,0.0,-11.6,0.0,,,,42.0,0.0,,,10.0,,,,559.5,0.0,2018
-118.772,49.004,MIDWAY,1135126,BC,-2.2,0.0,2.0,6.0,0.0,-23.0,0.0,46.6,0.0,156.0,67.6,0.0,181.0,30.0,14.0,,,,625.6,0.0,2018
-118.228,49.017,BILLINGS,1140876,BC,-5.5,23.0,-2.1,2.0,23.0,-15.5,23.0,15.6,23.0,,17.6,23.0,,,4.0,,,,187.6,0.0,2018
-117.633,49.296,CASTLEGAR A,1141455,BC,0.1,0.0,1.7,7.5,0.0,-9.0,0.0,105.8,0.0,191.0,147.0,0.0,195.0,35.0,18.0,,,,555.8,0.0,2018
-117.774,49.343,CASTLEGAR BCHPA DAM,1141457,BC,0.8,7.0,2.0,8.0,4.0,-7.0,4.0,15.0,4.0,,74.6,4.0,,0.0,16.0,,,,411.9,0.0,2018
-116.972,50.239,DUNCAN LAKE DAM,1142574,BC,-1.9,0.0,1.0,5.0,0.0,-22.0,0.0,79.0,0.0,142.0,127.4,0.0,137.0,45.0,20.0,,,,618.0,0.0,2018
-116.921,49.913,KASLO,1143900,BC,-1.2,0.0,0.9,5.0,0.0,-17.0,0.0,87.6,0.0,148.0,194.0,0.0,183.0,55.0,17.0,,,,594.9,0.0,2018
-117.817,50.269,NAKUSP CS,1145297,BC,-0.6,1.0,,8.5,1.0,-10.9,0.0,,,,140.2,1.0,,60.0,18.0,,,,559.2,0.0,2018
-117.206,49.586,NELSON NE,1145442,BC,0.6,0.0,,8.0,0.0,-10.0,0.0,70.2,0.0,,123.4,0.0,,46.0,19.0,,,,538.6,0.0,2018
-117.37,49.996,NEW DENVER,1145460,BC,-0.1,0.0,1.6,6.0,0.0,-15.0,0.0,45.0,0.0,78.0,106.0,0.0,105.0,30.0,21.0,,,,562.4,0.0,2018
-117.305,49.491,NELSON CS,1145M29,BC,0.8,0.0,,6.5,0.0,-8.5,0.0,,,,116.2,0.0,,9.0,21.0,,,,532.8,0.0,2018
-117.739,49.112,WARFIELD RCS,1148705,BC,-0.4,0.0,,5.4,0.0,-11.3,0.0,,,,158.4,0.0,,51.0,20.0,,,,570.1,0.0,2018
-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,0.5,0.0,,8.5,0.0,-12.5,0.0,,,,71.4,0.0,,9.0,13.0,,,,543.6,0.0,2018
-117.399,49.512,NELSON RIXEN CREEK,114EMDM,BC,-1.0,0.0,,6.0,0.0,-13.0,0.0,144.6,0.0,,159.7,0.0,,77.0,23.0,,,,589.4,0.0,2018
-115.782,49.612,CRANBROOK A,1152105,BC,-5.2,0.0,,5.5,0.0,-23.4,0.0,29.8,0.0,,29.8,0.0,,,11.0,,,,719.1,0.0,2018
-115.789,49.618,CRANBROOK AIRPORT AUTO,1152106,BC,-4.7,0.0,,5.1,0.0,-22.5,0.0,,,,34.4,0.0,,31.0,13.0,,,,702.5,0.0,2018
-115.073,49.489,FERNIE,1152850,BC,-3.6,5.0,1.6,5.5,5.0,-24.5,5.0,101.2,5.0,,171.0,5.0,,68.0,17.0,,,,561.3,0.0,2018
-115.461,49.524,FT STEELE DANDY CRK,1153034,BC,-4.6,17.0,,7.0,8.0,-20.0,9.0,11.0,8.0,,11.0,8.0,,,7.0,,,,315.8,0.0,2018
-115.962,49.632,KIMBERLEY PCC,1154203,BC,-4.5,14.0,2.3,7.0,14.0,-24.0,14.0,23.8,14.0,,23.8,14.0,,43.0,7.0,,,,382.3,0.0,2018
-116.061,50.631,KOOTENAY NP WEST GATE,1154410,BC,-4.1,11.0,2.8,5.0,11.0,-18.0,11.0,8.6,11.0,,17.0,11.0,,21.0,7.0,,,,441.8,0.0,2018
-114.883,49.745,SPARWOOD,1157630,BC,-4.3,1.0,2.1,6.0,1.0,-27.0,1.0,44.6,1.0,,54.6,1.0,,20.0,11.0,,,,670.0,0.0,2018
-114.884,49.745,SPARWOOD CS,1157631,BC,-4.5,0.0,,5.9,0.0,-24.4,0.0,,,,,,,22.0,,,,,698.5,0.0,2018
-115.46,49.473,WARDNER KTNY HATCHERY,1158692,BC,-4.4,24.0,0.7,3.0,24.0,-18.0,23.0,0.0,23.0,,0.0,23.0,,,0.0,,,,156.5,0.0,2018
-121.281,50.708,ASHCROFT,1160515,BC,-1.7,1.0,,7.7,1.0,-16.4,0.0,,,,27.2,1.0,,,7.0,,,,591.9,0.0,2018
-119.29,52.129,BLUE RIVER A,1160899,BC,-5.3,0.0,2.0,3.0,0.0,-29.5,0.0,97.6,0.0,86.0,101.0,0.0,96.0,78.0,13.0,,,,721.8,0.0,2018
-119.29,52.129,BLUE RIVER CS,1160H99,BC,-5.0,1.0,,3.3,1.0,-29.5,1.0,,,,110.5,1.0,,79.0,17.0,,,,689.5,0.0,2018
-120.082,51.653,CLEARWATER AUTO,1161650,BC,-4.0,0.0,,8.8,0.0,-27.9,0.0,,,,,,,19.0,,,,,683.0,0.0,2018
-121.685,51.266,CLINTON A,1161662,BC,-7.6,8.0,,2.7,8.0,-29.5,8.0,,,,3.8,10.0,,,1.0,,,,588.3,0.0,2018
-121.505,51.144,CLINTON RCS,1161663,BC,-5.2,0.0,,4.6,0.0,-23.1,0.0,,,,22.8,0.0,,30.0,7.0,,,,719.3,0.0,2018
-120.728,51.03,CRISS CREEK,1162177,BC,-5.2,0.0,2.4,5.5,0.0,-24.5,0.0,29.8,0.0,103.0,31.4,0.0,102.0,33.0,9.0,,,,718.0,0.0,2018
-120.449,50.703,KAMLOOPS A,1163781,BC,-1.2,0.0,,10.1,0.0,-19.4,0.0,19.5,0.0,,23.7,0.0,,,6.0,,,,594.2,0.0,2018
-120.442,50.702,KAMLOOPS AUT,1163842,BC,-0.9,0.0,,10.5,0.0,-18.3,0.0,,,,20.8,0.0,,,6.0,,,,586.1,0.0,2018
-121.217,51.681,100 MILE HOUSE 6NE,1165793,BC,-5.4,0.0,,6.0,0.0,-28.0,0.0,50.4,0.0,,56.0,0.0,,55.0,15.0,,,,725.3,0.0,2018
-120.8,50.935,RED LAKE,1166658,BC,-3.9,0.0,2.4,3.5,0.0,-18.5,0.0,40.8,0.0,120.0,40.8,0.0,115.0,35.0,9.0,,,,679.9,0.0,2018
-119.35,50.545,SILVER CREEK,1167337,BC,-1.9,0.0,1.5,7.5,0.0,-20.0,0.0,57.2,0.0,131.0,87.4,0.0,145.0,46.0,16.0,,,,617.0,0.0,2018
-119.911,50.903,SUN PEAKS MOUNTAIN,1168204,BC,-5.6,0.0,,1.0,0.0,-16.0,0.0,86.6,0.0,,86.6,0.0,,148.0,19.0,,,,732.8,0.0,2018
-119.778,51.576,VAVENBY,1168520,BC,-4.3,0.0,0.9,7.0,0.0,-29.0,0.0,29.2,0.0,107.0,41.6,0.0,105.0,23.0,11.0,,,,691.3,0.0,2018
-120.172,50.63,KAMLOOPS PRATT ROAD,116C8P0,BC,-2.0,0.0,,6.5,0.0,-17.0,0.0,32.0,0.0,,38.4,0.0,,21.0,11.0,,,,620.3,0.0,2018
-119.291,50.703,SALMON ARM CS,116FRMN,BC,-1.6,0.0,1.0,8.1,0.0,-16.7,0.0,,,,75.0,0.0,,31.0,15.0,,,,608.8,0.0,2018
-119.883,50.887,SUN PEAKS LOWER,116Q20D,BC,-3.8,0.0,,6.5,0.0,-18.0,0.0,76.6,0.0,,76.6,0.0,,84.0,18.0,,,,677.1,0.0,2018
-119.918,50.902,SUN PEAKS UPPER,116QK0M,BC,-6.4,1.0,,0.5,0.0,-15.5,1.0,128.6,0.0,,128.6,0.0,,167.0,21.0,,,,731.1,0.0,2018
-116.982,51.299,GOLDEN A,1173210,BC,-5.4,0.0,2.5,3.0,0.0,-25.0,0.0,53.8,0.0,119.0,48.8,0.0,106.0,40.0,8.0,,,,726.7,0.0,2018
-116.984,51.3,GOLDEN AIRPORT,1173220,BC,-5.4,0.0,,3.4,0.0,-24.7,0.0,,,,53.6,0.0,,39.0,9.0,,,,726.9,0.0,2018
-118.425,51.63,GOLDSTREAM RIVER,1173242,BC,-9.3,0.0,-2.9,4.0,0.0,-22.0,0.0,214.0,0.0,168.0,216.0,0.0,159.0,112.0,24.0,,,,847.0,0.0,2018
-118.585,52.053,MICA DAM,1175122,BC,-3.3,4.0,1.6,3.0,2.0,-15.0,2.0,155.8,2.0,,160.6,2.0,,138.0,19.0,,,,574.7,0.0,2018
-118.183,50.967,REVELSTOKE A,1176745,BC,-3.0,9.0,,5.1,9.0,-20.6,9.0,,,,119.7,9.0,,,15.0,,,,462.7,0.0,2018
-118.176,50.958,REVELSTOKE AIRPORT AUTO,1176755,BC,-1.8,0.0,,4.3,0.0,-20.5,0.0,,,,144.6,0.0,,66.0,19.0,,,,614.7,0.0,2018
-116.345,51.443,YOHO PARK,11790J1,BC,-8.4,0.0,,0.1,0.0,-32.1,0.0,,,,6.6,0.0,,114.0,2.0,,,,819.0,0.0,2018
-116.337,51.356,YOHO NP OHARA LAKE,117R00H,BC,-6.5,28.0,,-1.0,28.0,-10.0,28.0,24.0,28.0,,24.0,28.0,,105.0,3.0,,,,73.5,0.0,2018
-121.627,55.687,CHETWYND A,1181508,BC,-10.3,0.0,-0.1,5.0,0.0,-40.0,0.0,74.2,0.0,271.0,34.8,0.0,165.0,47.0,11.0,,,,875.9,0.0,2018
-120.183,55.742,DAWSON CREEK A,1182289,BC,-9.7,12.0,,5.9,12.0,-39.5,12.0,,,,0.0,24.0,,,0.0,,,,526.5,0.0,2018
-120.74,56.238,FORT ST. JOHN A,1183001,BC,-12.5,1.0,,3.8,0.0,-35.8,1.0,41.4,0.0,,41.6,0.0,,33.0,10.0,,,,914.6,0.0,2018
-123.133,55.299,MACKENZIE,1184791,BC,-12.6,15.0,,3.1,15.0,-35.9,15.0,,,,22.3,16.0,,,7.0,,,,490.0,0.0,2018
-123.138,55.305,MACKENZIE AIRPORT AUTO,1184793,BC,-10.4,0.0,,3.1,0.0,-35.3,0.0,,,,54.5,0.0,,72.0,14.0,,,,880.6,0.0,2018
-130.031,58.422,DEASE LAKE A,1192341,BC,-14.9,14.0,,-2.7,14.0,-34.0,14.0,,,,2.6,14.0,,,1.0,,,,559.5,0.0,2018
-122.597,58.836,FORT NELSON A,1192946,BC,-18.5,0.0,,-3.8,0.0,-41.0,0.0,49.6,0.0,,32.6,0.0,,56.0,12.0,,,,1132.3,0.0,2018
-122.574,58.841,FORT NELSON,1192948,BC,-18.3,0.0,,-2.7,0.0,-40.3,0.0,,,,27.1,0.0,,50.0,11.0,,,,1124.5,0.0,2018
-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,-15.5,0.0,,-1.4,0.0,-39.6,0.0,,,,21.8,0.0,,36.0,8.0,,,,1037.7,0.0,2018
-133.7,59.567,ATLIN,1200560,BC,-11.4,2.0,1.4,7.0,2.0,-31.5,2.0,32.0,2.0,,32.0,2.0,,9.0,8.0,,,,853.1,0.0,2018
-136.367,59.45,PLEASANT CAMP,1206197,BC,-7.4,0.0,0.5,5.0,0.0,-25.0,0.0,81.0,0.0,49.0,113.5,0.0,57.0,0.0,14.0,,,,786.5,0.0,2018
-123.742,48.935,CHEMAINUS,1011500,BC,5.3,0.0,,10.5,0.0,-1.5,0.0,2.2,0.0,,277.7,0.0,,0.0,13.0,,,,394.6,0.0,2019
-124.052,48.829,LAKE COWICHAN,1012055,BC,3.7,15.0,0.2,12.0,9.0,-5.0,10.0,0.6,29.0,,383.6,14.0,,,13.0,,,,229.2,0.0,2019
-123.226,48.425,DISCOVERY ISLAND,1012475,BC,,,,10.9,1.0,,,,,,,,,,,,,,,,2019
-123.439,48.432,ESQUIMALT HARBOUR,1012710,BC,6.8,1.0,,11.7,1.0,1.3,1.0,,,,120.0,1.0,,,10.0,,,,335.6,0.0,2019
-123.573,48.985,GALIANO NORTH,10130MN,BC,5.6,5.0,,10.5,5.0,0.0,5.0,0.0,5.0,,83.2,5.0,,0.0,9.0,,,,323.3,0.0,2019
-123.53,48.575,MALAHAT,1014820,BC,4.5,0.0,,9.4,0.0,-0.4,0.0,,,,8.2,2.0,,,2.0,,,,418.3,0.0,2019
-123.561,48.374,METCHOSIN,1015105,BC,,,,,,,,0.0,9.0,,57.0,9.0,,0.0,7.0,,,,,,2019
-123.718,48.824,NORTH COWICHAN,1015628,BC,,,,,,,,0.0,0.0,0.0,218.0,0.0,112.0,0.0,13.0,,,,,,2019
-123.719,48.824,NORTH COWICHAN,1015630,BC,4.7,3.0,,11.3,3.0,-3.5,3.0,,,,199.2,1.0,,,14.0,,,,372.9,0.0,2019
-123.287,48.764,NORTH PENDER ISLAND,1015638,BC,5.9,3.0,,12.0,3.0,-0.5,3.0,0.0,3.0,,130.0,3.0,,0.0,11.0,,,,340.0,0.0,2019
-123.531,48.298,RACE ROCKS,1016640,BC,7.5,0.0,,11.2,0.0,3.9,0.0,,,,,,,,,,,,326.9,0.0,2019
-123.419,48.622,SAANICHTON CDA,1016940,BC,5.7,5.0,0.9,12.0,3.0,0.0,3.0,0.0,3.0,,148.0,3.0,,0.0,13.0,,,,318.7,0.0,2019
-123.546,48.888,SALTSPRING ST MARY'S L,1016995,BC,5.6,2.0,1.3,10.0,2.0,0.0,2.0,0.0,2.0,,176.7,2.0,,0.0,13.0,,,,360.7,0.0,2019
-123.427,48.598,SAANICHTON MT NEWTON,1016RM0,BC,,,,,,,,0.0,24.0,,95.2,24.0,,,7.0,,,,,,2019
-123.128,48.775,SATURNA CAPMON CS,1017099,BC,5.3,1.0,,10.7,1.0,0.5,1.0,,,,100.1,1.0,,,11.0,,,,379.9,0.0,2019
-123.045,48.784,SATURNA ISLAND CS,1017101,BC,6.0,25.0,,8.1,25.0,3.0,25.0,,,,1.2,25.0,,,0.0,,,,72.0,0.0,2019
-123.626,48.647,SHAWNIGAN LAKE,1017230,BC,4.6,0.0,1.2,11.5,0.0,-2.0,0.0,0.0,0.0,0.0,226.6,0.0,105.0,0.0,14.0,,,,415.4,0.0,2019
-123.921,48.377,SHERINGHAM POINT,1017254,BC,7.7,3.0,,12.6,3.0,3.2,3.0,,,,179.6,3.0,,,16.0,,,,287.3,0.0,2019
-123.305,48.457,VICTORIA UNIVERSITY CS,1018598,BC,6.5,0.0,,11.8,0.0,0.3,0.0,,,,108.0,0.0,,,10.0,,,,357.5,0.0,2019
-123.325,48.413,VICTORIA GONZALES CS,1018611,BC,6.8,0.0,,11.5,0.0,2.2,0.0,,,,81.6,0.0,,,9.0,,,,345.8,0.0,2019
-123.426,48.647,VICTORIA INTL A,1018621,BC,5.3,0.0,,11.4,0.0,-1.7,0.0,0.0,4.0,,125.7,0.0,,,14.0,,,,392.2,0.0,2019
-123.388,48.423,VICTORIA HARBOUR A,1018633,BC,6.8,0.0,,11.0,0.0,0.6,0.0,,,,,,,,,,,,347.7,0.0,2019
-124.16,49.35,BALLENAS ISLAND,1020590,BC,6.2,0.0,,11.0,0.0,0.9,0.0,,,,105.6,0.0,,,13.0,,,,366.1,0.0,2019
-125.273,49.952,CAMPBELL RIVER A,1021261,BC,3.4,0.0,1.0,11.0,0.0,-4.0,0.0,19.4,0.0,83.0,219.2,0.0,101.0,0.0,15.0,,,,451.8,0.0,2019
-125.273,49.952,CAMPBELL RIVER A,1021270,BC,3.3,0.0,,11.1,0.0,-4.2,0.0,,,,,,,,,,,,457.1,0.0,2019
-125.195,49.998,CAPE MUDGE,1021330,BC,5.1,12.0,1.1,12.5,12.0,0.5,12.0,28.0,1.0,,202.0,1.0,,0.0,14.0,,,,244.6,0.0,2019
-125.446,50.333,CHATHAM POINT,1021480,BC,3.7,16.0,-0.4,9.5,16.0,-3.5,16.0,2.0,16.0,,156.8,16.0,,,10.0,,,,214.6,0.0,2019
-124.683,49.472,CHROME ISLAND,1021500,BC,6.1,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,,229.8,0.0,,0.0,13.0,,,,370.0,0.0,2019
-124.9,49.717,COMOX A,1021830,BC,4.9,0.0,1.0,11.1,0.0,-1.9,0.0,12.8,0.0,107.0,176.4,0.0,103.0,,14.0,,,,406.8,0.0,2019
-124.949,50.071,CORTES ISLAND TIBER BAY,1021960,BC,4.5,1.0,,11.0,1.0,-2.5,1.0,4.8,1.0,,144.0,1.0,,0.0,12.0,,,,406.2,0.0,2019
-125.033,49.686,COURTENAY PUNTLEDGE,1021989,BC,4.2,0.0,,11.0,0.0,-3.0,0.0,8.0,0.0,,250.1,0.0,,0.0,16.0,,,,428.2,0.0,2019
-123.811,49.209,ENTRANCE ISLAND,1022689,BC,6.1,0.0,,10.1,0.0,0.5,0.0,,,,68.2,0.0,,,12.0,,,,368.3,0.0,2019
-125.203,50.099,HERIOT BAY SE,1023462,BC,4.9,0.0,,10.5,0.0,-1.0,0.0,3.0,0.0,,221.6,0.0,,0.0,14.0,,,,406.4,0.0,2019
-124.512,49.353,LITTLE QUALICUM HATCHERY,1024638,BC,3.6,10.0,0.4,10.0,10.0,-4.0,10.0,0.0,10.0,,169.2,10.0,,0.0,10.0,,,,302.8,0.0,2019
-123.87,49.054,NANAIMO A,1025365,BC,4.5,3.0,,11.4,3.0,-4.1,3.0,,,,,,,,,,,,377.2,0.0,2019
-123.87,49.054,NANAIMO A,1025369,BC,4.6,1.0,,11.5,1.0,-4.0,1.0,6.0,1.0,,187.9,1.0,,0.0,12.0,,,,401.0,0.0,2019
-123.988,49.199,NANAIMO CITY YARD,10253G0,BC,,,,,,,,0.0,0.0,0.0,210.4,0.0,113.0,0.0,15.0,,,,,,2019
-127.367,50.681,PORT HARDY A,1026271,BC,5.0,1.0,,10.5,1.0,-2.5,1.0,0.0,11.0,,234.2,0.0,,,18.0,,,,389.8,0.0,2019
-124.394,49.337,QUALICUM BEACH AIRPORT,1026562,BC,4.7,1.0,,11.7,1.0,-2.3,1.0,,,,125.4,1.0,,0.0,12.0,,,,399.8,0.0,2019
-125.304,50.016,QUINSAM RIVER HATCHERY,1026639,BC,,,,,,,,7.4,0.0,50.0,234.4,0.0,100.0,0.0,18.0,,,,,,2019
-124.435,49.487,SISTERS ISLAND,1027403,BC,6.6,6.0,,12.1,6.0,1.5,6.0,,,,,,,,,,,,284.3,0.0,2019
-123.809,49.209,ENTRANCE ISLAND,102BFHH,BC,5.8,2.0,,10.5,2.0,-1.5,2.0,0.0,2.0,,120.0,2.0,,0.0,12.0,,,,354.7,0.0,2019
-124.982,49.337,ALBERNI ROBERTSON CREEK,1030230,BC,4.1,6.0,2.1,14.0,6.0,-2.0,6.0,13.0,6.0,,317.4,6.0,,0.0,13.0,,,,348.3,0.0,2019
-125.216,48.786,CAPE BEALE LIGHT,1031316,BC,7.4,0.0,1.6,12.5,0.0,1.5,0.0,0.0,0.0,0.0,404.0,0.0,94.0,0.0,18.0,,,,327.5,0.0,2019
-126.543,49.383,ESTEVAN POINT,1032730,BC,7.4,0.0,1.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,377.9,0.0,83.0,0.0,19.0,,,,328.9,0.0,2019
-126.543,49.383,ESTEVAN POINT CS,1032731,BC,6.9,1.0,,11.9,1.0,-0.4,1.0,,,,243.6,1.0,,,16.0,,,,334.2,0.0,2019
-125.923,49.111,LENNARD ISLAND,1034600,BC,5.1,2.0,,11.5,2.0,-3.0,2.0,0.0,2.0,,368.2,2.0,,0.0,16.0,,,,374.5,0.0,2019
-124.655,48.859,NITINAT RIVER HATCHERY,1035612,BC,5.5,0.0,1.6,17.0,0.0,-5.0,0.0,0.0,0.0,0.0,677.1,0.0,114.0,0.0,15.0,,,,386.3,0.0,2019
-126.617,49.6,NOOTKA LIGHTSTATION,1035614,BC,7.2,0.0,1.7,12.0,0.0,1.0,0.0,0.0,0.0,0.0,376.4,0.0,80.0,0.0,19.0,,,,333.5,0.0,2019
-125.097,48.723,PACHENA POINT,1035940,BC,6.2,0.0,0.5,12.0,0.0,-3.0,0.0,0.4,0.0,7.0,374.8,0.0,90.0,0.0,17.0,,,,366.6,0.0,2019
-124.752,49.202,PORT ALBERNI COX LAKE,1036208,BC,5.0,23.0,2.2,11.5,23.0,-2.0,23.0,0.0,23.0,,187.2,23.0,,,6.0,,,,103.9,0.0,2019
-124.927,49.317,PORT ALBERNI (AUT),1036B06,BC,3.3,1.0,,10.4,1.0,-1.9,1.0,,,,325.6,1.0,,,14.0,,,,440.7,0.0,2019
-128.908,50.821,SARTINE ISLAND (AUT),1037090,BC,7.2,2.0,,11.4,2.0,0.8,2.0,,,,267.2,2.0,,,17.0,,,,312.5,0.0,2019
-127.94,50.112,SOLANDER ISLAND (AUT),1037553,BC,7.6,2.0,,12.8,2.0,0.0,2.0,,,,212.0,3.0,,,15.0,,,,302.3,0.0,2019
-126.654,49.932,TAHSIS VILLAGE NORTH,1037899,BC,6.3,11.0,,12.0,11.0,-1.0,11.0,,,,553.2,19.0,,,12.0,,,,233.2,0.0,2019
-125.773,49.082,TOFINO A,1038205,BC,6.6,1.0,1.2,13.5,1.0,-2.0,1.0,0.0,1.0,,425.0,1.0,,0.0,16.0,,,,343.4,0.0,2019
-125.773,49.082,TOFINO A,1038210,BC,6.4,0.0,,13.5,0.0,-2.1,0.0,,,,,,,,,,,,360.8,0.0,2019
-125.527,48.945,UCLUELET KENNEDY CAMP,1038332,BC,6.9,0.0,1.3,13.5,0.0,-1.5,0.0,0.0,0.0,0.0,528.4,0.0,105.0,0.0,17.0,,,,345.2,0.0,2019
-126.779,50.053,ZEBALLOS MURAUDE CREEK,1039035,BC,4.0,3.0,,13.0,3.0,-5.0,3.0,0.0,3.0,,573.0,3.0,,0.0,17.0,,,,392.7,0.0,2019
-123.402,49.36,BOWEN ISLAND SUNSET PARK,104091B,BC,,,,,,,,0.0,20.0,,212.0,20.0,,0.0,10.0,,,,,,2019
-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,5.6,1.0,1.0,10.5,1.0,0.0,1.0,0.0,1.0,,143.6,1.0,,0.0,13.0,,,,371.6,0.0,2019
-123.913,49.468,MERRY ISLAND LIGHTSTATION,1045100,BC,6.1,1.0,0.7,12.0,1.0,1.0,1.0,0.0,1.0,,141.6,1.0,,0.0,14.0,,,,357.1,0.0,2019
-123.299,49.488,HOWE SOUND - PAM ROCKS,10459NN,BC,6.1,0.0,,11.3,0.0,1.1,0.0,,,,165.8,0.0,,,15.0,,,,368.4,0.0,2019
-124.032,49.634,PENDER HARBOUR,1046115,BC,,,,,,,,0.0,0.0,,136.3,0.0,,0.0,14.0,,,,,,2019
