Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-119.4,49.941,KELOWNA UBCO,1123996,BC,20.6,0.0,,37.0,0.0,9.1,0.0,,,,10.7,0.0,,,4.0,,,,15.5,94.6,2018
-120.778,50.113,MERRITT,1125073,BC,18.3,1.0,,36.8,1.0,3.4,1.0,,,,0.0,1.0,,,0.0,,,,36.2,44.3,2018
-120.801,50.114,MERRITT STP,1125079,BC,19.7,0.0,1.1,37.0,0.0,6.0,0.0,0.0,0.0,,25.0,0.0,122.0,0.0,5.0,,,,20.1,71.3,2018
-119.445,50.056,OKANAGAN CENTRE,1125700,BC,21.1,0.0,0.7,34.0,0.0,10.0,0.0,0.0,0.0,,16.1,0.0,50.0,0.0,5.0,,,,8.2,104.9,2018
-119.545,49.179,OLIVER STP,1125766,BC,22.1,14.0,0.4,36.5,14.0,9.0,14.0,0.0,14.0,,0.0,14.0,,0.0,0.0,,,,0.0,70.5,2018
-119.441,49.028,OSOYOOS CS,1125852,BC,22.0,0.0,-0.3,38.5,0.0,9.0,0.0,,,,0.0,0.0,,,0.0,,,,6.7,130.9,2018
-119.717,49.783,PEACHLAND,1126070,BC,21.8,0.0,1.0,34.5,0.0,11.5,0.0,0.0,0.0,,4.6,0.0,18.0,0.0,2.0,,,,2.6,121.2,2018
-119.602,49.463,PENTICTON A,1126146,BC,20.2,1.0,,36.8,1.0,5.8,0.0,0.0,1.0,,2.4,1.0,,,1.0,,,,13.3,77.9,2018
-120.513,49.468,PRINCETON A,1126510,BC,18.0,2.0,0.2,38.5,2.0,3.0,2.0,0.0,2.0,,8.6,2.0,,0.0,3.0,,,,42.8,44.1,2018
-119.194,50.223,VERNON AUTO,1128582,BC,20.0,0.0,,35.4,0.0,9.0,0.0,,,,16.0,0.0,,,4.0,,,,25.5,86.1,2018
-119.271,50.344,VERNON NORTH,1128583,BC,20.2,0.0,-0.3,35.5,0.0,8.0,0.0,0.0,0.0,,25.6,0.0,80.0,0.0,5.0,,,,22.8,90.0,2018
-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,14.8,1.0,,30.0,1.0,4.5,1.0,0.0,1.0,,40.9,1.0,,0.0,6.0,,,,115.3,19.1,2018
-120.51,49.465,PRINCETON CS,112FN0M,BC,18.4,0.0,,38.8,0.0,3.3,0.0,,,,10.0,0.0,,,3.0,,,,40.6,51.7,2018
-119.649,49.563,SUMMERLAND CS,112G8L1,BC,21.1,0.0,0.1,35.9,0.0,8.6,0.0,,,,3.2,0.0,,,1.0,,,,9.3,104.6,2018
-118.772,49.004,MIDWAY,1135126,BC,19.0,4.0,0.3,40.0,4.0,3.5,4.0,0.0,4.0,,3.0,4.0,,0.0,1.0,,,,30.1,56.9,2018
-118.228,49.017,BILLINGS,1140876,BC,21.1,0.0,0.7,39.0,0.0,7.5,0.0,0.0,0.0,,5.0,0.0,22.0,0.0,2.0,,,,10.8,105.4,2018
-117.633,49.296,CASTLEGAR A,1141455,BC,20.5,0.0,0.5,40.0,0.0,6.5,0.0,0.0,0.0,,3.8,0.0,12.0,0.0,3.0,,,,12.7,90.2,2018
-117.774,49.343,CASTLEGAR BCHPA DAM,1141457,BC,20.4,3.0,0.5,35.0,2.0,8.0,2.0,0.0,2.0,,1.1,2.0,,0.0,1.0,,,,8.9,76.0,2018
-116.972,50.239,DUNCAN LAKE DAM,1142574,BC,17.7,2.0,0.6,33.0,1.0,5.0,1.0,0.0,1.0,,15.8,1.0,,0.0,5.0,,,,42.3,32.5,2018
-116.921,49.913,KASLO,1143900,BC,20.4,0.0,2.1,33.5,0.0,9.0,0.0,0.0,0.0,,4.4,0.0,10.0,0.0,2.0,,,,8.2,82.4,2018
-117.817,50.269,NAKUSP CS,1145297,BC,18.0,0.0,,32.3,0.0,6.5,0.0,,,,15.7,0.0,,,4.0,,,,41.5,40.0,2018
-117.206,49.586,NELSON NE,1145442,BC,19.5,0.0,,35.5,0.0,8.0,0.0,0.0,0.0,,11.4,0.0,,0.0,2.0,,,,17.8,65.8,2018
-117.37,49.996,NEW DENVER,1145460,BC,19.2,0.0,0.4,35.0,0.0,8.5,0.0,0.0,0.0,,14.8,0.0,27.0,0.0,5.0,,,,25.3,64.0,2018
-117.305,49.491,NELSON CS,1145M29,BC,20.7,1.0,,36.0,1.0,9.3,1.0,,,,6.8,1.0,,,3.0,,,,9.2,89.9,2018
-117.739,49.112,WARFIELD RCS,1148705,BC,21.3,1.0,,41.1,1.0,7.1,1.0,,,,1.8,1.0,,,1.0,,,,8.7,106.9,2018
-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,21.1,2.0,,38.7,2.0,9.8,2.0,,,,7.4,2.0,,,1.0,,,,8.6,97.1,2018
-117.399,49.512,NELSON RIXEN CREEK,114EMDM,BC,20.0,0.0,,36.5,0.0,7.5,0.0,0.0,0.0,,8.6,0.0,,0.0,2.0,,,,23.3,85.6,2018
-115.782,49.612,CRANBROOK A,1152105,BC,19.7,3.0,,40.5,2.0,3.9,1.0,0.0,0.0,,8.4,0.0,,,1.0,,,,22.6,71.5,2018
-115.789,49.618,CRANBROOK AIRPORT AUTO,1152106,BC,19.3,0.0,,40.4,0.0,3.6,0.0,,,,7.6,0.0,,,1.0,,,,33.2,72.4,2018
-115.073,49.489,FERNIE,1152850,BC,17.2,3.0,1.0,38.0,3.0,3.0,3.0,0.0,3.0,,51.6,3.0,,0.0,3.0,,,,51.6,30.1,2018
-115.461,49.524,FT STEELE DANDY CRK,1153034,BC,17.8,17.0,,39.5,13.0,3.5,12.0,0.0,13.0,,0.0,13.0,,0.0,0.0,,,,15.6,12.4,2018
-115.962,49.632,KIMBERLEY PCC,1154203,BC,18.6,13.0,0.9,38.0,13.0,4.5,13.0,0.0,13.0,,0.0,13.0,,0.0,0.0,,,,21.0,31.0,2018
-116.061,50.631,KOOTENAY NP WEST GATE,1154410,BC,18.6,1.0,0.9,37.0,1.0,4.0,1.0,0.0,1.0,,23.4,1.0,,0.0,6.0,,,,37.0,56.0,2018
-114.883,49.745,SPARWOOD,1157630,BC,16.3,0.0,0.8,37.5,0.0,1.5,0.0,0.0,0.0,0.0,16.6,0.0,48.0,0.0,5.0,,,,75.3,21.3,2018
-114.884,49.745,SPARWOOD CS,1157631,BC,16.2,0.0,,37.4,0.0,1.4,0.0,,,,15.0,0.0,,,5.0,,,,77.7,20.7,2018
-121.281,50.708,ASHCROFT,1160515,BC,21.7,1.0,,41.0,1.0,9.7,1.0,,,,45.6,1.0,,,7.0,,,,7.4,118.7,2018
-119.29,52.129,BLUE RIVER A,1160899,BC,15.9,0.0,-0.1,36.5,0.0,3.0,0.0,0.0,0.0,,98.8,0.0,120.0,0.0,11.0,,,,81.4,15.8,2018
-119.29,52.129,BLUE RIVER CS,1160H99,BC,15.9,0.0,,36.2,0.0,3.0,0.0,,,,88.9,0.0,,,11.0,,,,81.3,16.0,2018
-120.082,51.653,CLEARWATER AUTO,1161650,BC,17.7,0.0,,38.0,0.0,4.0,0.0,,,,,,,,,,,,54.6,46.7,2018
-121.685,51.266,CLINTON A,1161662,BC,13.8,2.0,,32.0,2.0,-0.8,1.0,,,,47.0,2.0,,,8.0,,,,125.1,2.9,2018
-121.505,51.144,CLINTON RCS,1161663,BC,15.5,2.0,,34.2,2.0,3.5,2.0,,,,72.2,2.0,,,7.0,,,,89.0,17.6,2018
-120.728,51.03,CRISS CREEK,1162177,BC,13.4,0.0,0.2,31.5,0.0,0.0,0.0,0.0,0.0,,45.4,0.0,98.0,0.0,8.0,,,,145.6,1.6,2018
-120.449,50.703,KAMLOOPS A,1163781,BC,20.2,0.0,,40.8,0.0,7.6,0.0,0.0,0.0,,19.2,0.0,,,5.0,,,,20.9,88.4,2018
-120.442,50.702,KAMLOOPS AUT,1163842,BC,20.3,1.0,,40.2,1.0,7.3,1.0,,,,15.7,1.0,,,4.0,,,,19.1,89.0,2018
-121.217,51.681,100 MILE HOUSE 6NE,1165793,BC,16.0,0.0,,34.0,0.0,4.0,0.0,0.0,0.0,,38.4,0.0,,0.0,5.0,,,,85.9,24.8,2018
-120.8,50.935,RED LAKE,1166658,BC,16.2,1.0,1.3,32.0,1.0,4.0,1.0,0.0,1.0,,53.8,1.0,,0.0,10.0,,,,79.6,25.8,2018
-119.35,50.545,SILVER CREEK,1167337,BC,17.9,0.0,-0.5,34.5,0.0,6.0,0.0,0.0,0.0,,24.0,0.0,71.0,0.0,7.0,,,,44.2,41.3,2018
-119.778,51.576,VAVENBY,1168520,BC,17.4,4.0,-0.2,38.5,2.0,5.0,2.0,0.0,2.0,,42.0,2.0,,0.0,6.0,,,,51.3,35.0,2018
-120.172,50.63,KAMLOOPS PRATT ROAD,116C8P0,BC,19.2,5.0,,36.5,5.0,7.0,5.0,0.0,5.0,,23.8,5.0,,0.0,4.0,,,,27.6,58.0,2018
-119.291,50.703,SALMON ARM CS,116FRMN,BC,18.3,2.0,-1.4,32.9,2.0,7.4,2.0,,,,21.6,2.0,,,4.0,,,,29.9,39.9,2018
-116.982,51.299,GOLDEN A,1173210,BC,16.9,0.0,0.2,34.0,0.0,6.0,0.0,0.0,0.0,,20.9,0.0,46.0,0.0,6.0,,,,64.2,29.3,2018
-116.984,51.3,GOLDEN AIRPORT,1173220,BC,16.5,5.0,,34.3,5.0,5.9,5.0,,,,8.6,5.0,,,3.0,,,,62.9,23.7,2018
-118.585,52.053,MICA DAM,1175122,BC,15.4,8.0,-0.8,28.0,5.0,6.5,5.0,0.0,5.0,,53.4,5.0,,0.0,8.0,,,,63.7,3.3,2018
-118.183,50.967,REVELSTOKE A,1176745,BC,17.9,5.0,,32.3,5.0,8.2,4.0,,,,14.9,5.0,,,5.0,,,,33.7,30.3,2018
-118.176,50.958,REVELSTOKE AIRPORT AUTO,1176755,BC,17.6,4.0,,33.0,4.0,8.0,4.0,,,,14.3,4.0,,,3.0,,,,42.3,31.2,2018
-116.345,51.443,YOHO PARK,11790J1,BC,13.2,0.0,,31.7,0.0,1.0,0.0,,,,33.2,6.0,,,8.0,,,,152.6,3.5,2018
-116.337,51.356,YOHO NP OHARA LAKE,117R00H,BC,11.4,3.0,,26.5,3.0,1.0,3.0,0.0,3.0,,66.6,3.0,,0.0,11.0,,,,185.8,0.3,2018
-121.627,55.687,CHETWYND A,1181508,BC,15.8,0.0,1.3,28.5,0.0,2.0,0.0,0.0,0.0,,36.4,0.0,71.0,0.0,6.0,,,,83.2,14.0,2018
-120.183,55.742,DAWSON CREEK A,1182289,BC,15.6,1.0,,28.5,1.0,2.1,1.0,,,,7.2,1.0,,,3.0,,,,84.5,13.4,2018
-120.74,56.238,FORT ST. JOHN A,1183001,BC,15.6,0.0,,28.2,0.0,4.2,0.0,0.0,0.0,,19.4,0.0,,,6.0,,,,92.3,19.4,2018
-123.133,55.299,MACKENZIE,1184791,BC,15.6,0.0,,29.3,0.0,1.7,0.0,,,,15.5,0.0,,,4.0,,,,86.2,11.7,2018
-123.138,55.305,MACKENZIE AIRPORT AUTO,1184793,BC,15.8,2.0,,29.7,2.0,2.4,2.0,,,,14.8,2.0,,,4.0,,,,74.2,11.5,2018
-130.031,58.422,DEASE LAKE A,1192341,BC,13.0,10.0,,28.0,9.0,-0.3,10.0,,,,8.4,11.0,,,3.0,,,,105.5,0.6,2018
-122.597,58.836,FORT NELSON A,1192946,BC,16.1,1.0,,30.3,0.0,4.9,1.0,0.0,1.0,,71.1,1.0,,,9.0,,,,89.4,33.1,2018
-122.574,58.841,FORT NELSON,1192948,BC,16.2,1.0,,30.7,1.0,5.7,1.0,,,,57.8,1.0,,,8.0,,,,89.2,36.5,2018
-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,12.1,0.0,,28.1,0.0,-0.2,0.0,,,,32.1,0.0,,,7.0,,,,182.7,0.7,2018
-133.7,59.567,ATLIN,1200560,BC,13.8,0.0,1.4,29.0,0.0,3.0,0.0,0.0,0.0,,46.2,0.0,135.0,0.0,11.0,,,,133.5,3.5,2018
-136.367,59.45,PLEASANT CAMP,1206197,BC,12.6,0.0,-0.7,24.5,0.0,1.5,0.0,0.0,0.0,,72.3,0.0,100.0,0.0,11.0,,,,166.1,0.0,2018
-139.04,61.371,BURWASH A,2100181,YT,11.2,3.0,,28.1,3.0,-3.0,2.0,,,,35.3,3.0,,,8.0,,,,189.8,0.0,2018
-139.017,61.367,BURWASH AIRPORT AUTO BC,2100184,YT,10.9,0.0,,28.0,0.0,-3.1,0.0,,,,35.5,0.0,,,8.0,,,,220.3,0.0,2018
-136.192,62.115,CARMACKS CS,2100301,YT,13.4,0.0,,30.9,0.0,-1.0,0.0,,,,72.7,0.0,,,17.0,,,,149.4,5.9,2018
-133.376,62.208,FARO (AUT),2100518,YT,12.7,0.0,,28.8,0.0,-0.1,0.0,,,,,,,,,,,,168.7,3.6,2018
-137.58,60.773,HAINES JUNCTION,2100630,YT,11.6,0.0,,27.1,0.0,-3.9,0.0,,,,15.6,2.0,,,5.0,,,,197.7,0.1,2018
-138.913,69.568,HERSCHEL ISLAND,2100636,YT,3.7,4.0,,14.5,4.0,-1.3,4.0,,,,58.7,4.0,,,10.0,,,,386.5,0.0,2018
-140.15,69.164,IVVAVIK NAT. PARK,2100660,YT,6.5,4.0,,18.0,4.0,-3.9,4.0,,,,53.2,4.0,,,7.0,,,,311.6,0.0,2018
-140.848,68.801,MARGARET LAKE,2100697,YT,3.4,22.0,,13.1,22.0,-7.7,22.0,,,,,,,,,,,,131.0,0.0,2018
-135.868,63.616,MAYO A,2100701,YT,12.9,1.0,,28.8,1.0,0.2,0.0,0.0,0.0,,86.2,0.0,,,17.0,,,,157.4,4.9,2018
-139.839,67.571,OLD CROW RCS,2100805,YT,8.8,0.0,,22.6,0.0,-1.8,0.0,,,,75.8,0.0,,,14.0,,,,284.6,0.0,2018
-136.218,66.981,ROCK RIVER,2100935,YT,6.7,5.0,,21.5,5.0,-3.3,5.0,,,,112.8,6.0,,,16.0,,,,293.9,0.0,2018
-139.127,64.061,DAWSON,2100LRP,YT,12.4,0.0,,29.9,0.0,-0.9,0.0,,,,91.6,0.0,,,12.0,,,,176.8,2.1,2018
-132.733,60.167,TESLIN (AUT),2101102,YT,13.5,2.0,,28.9,2.0,0.8,2.0,,,,41.1,2.0,,,7.0,,,,132.2,2.5,2018
-128.832,60.116,WATSON LAKE (AUT),2101204,YT,14.2,1.0,,28.1,1.0,1.1,1.0,,,,12.6,1.0,,,5.0,,,,117.7,4.6,2018
-135.067,60.709,WHITEHORSE A,2101303,YT,14.1,0.0,,29.8,0.0,2.4,0.0,,,,,,,,,,,,130.1,7.7,2018
-135.098,60.733,WHITEHORSE AUTO,2101310,YT,13.6,0.0,,29.4,0.0,1.4,0.0,,,,43.3,0.0,,,8.0,,,,141.6,5.5,2018
-124.717,70.167,CAPE PARRY A,2200675,NT,2.2,10.0,,13.2,10.0,-2.3,10.0,,,,,,,,,,,,332.3,0.0,2018
-126.123,67.021,COLVILLE LAKE,2200824,NT,8.3,0.0,,19.3,0.0,-1.3,0.0,,,,76.0,0.0,,,13.0,,,,299.7,0.0,2018
-123.433,65.209,DELINE CS,2201022,NT,10.6,1.0,,22.7,1.0,-0.8,1.0,,,,,,,,,,,,222.9,0.0,2018
-124.468,61.257,DEADMEN VALLEY,22010H0,NT,14.8,7.0,,28.3,7.0,0.5,7.0,,,,45.4,7.0,,,7.0,,,,86.1,10.3,2018
-128.644,66.242,FORT GOOD HOPE CS,2201450,NT,11.8,0.0,,23.2,0.0,0.6,0.0,,,,64.2,0.0,,,12.0,,,,192.5,0.6,2018
-123.467,60.233,FORT LIARD,2201579,NT,16.0,1.0,,30.2,1.0,4.2,1.0,,,,,,,,,,,,86.6,25.4,2018
-117.602,61.317,FORT PROVIDENCE,2201799,NT,14.9,1.0,,32.0,1.0,2.7,1.0,,,,,,,,,,,,105.9,12.5,2018
-109.168,62.711,FORT RELIANCE (AUT),2201903,NT,12.9,5.0,,24.3,5.0,2.8,5.0,,,,46.2,5.0,,,7.0,,,,132.4,0.0,2018
-121.237,61.76,FORT SIMPSON CLIMATE,2202102,NT,14.6,1.0,,30.4,1.0,3.0,1.0,,,,24.5,1.0,,,4.0,,,,112.9,11.2,2018
-121.237,61.76,FORT SIMPSON A,2202103,NT,14.8,1.0,,30.5,0.0,3.0,1.0,0.0,0.0,,30.4,0.0,,,4.0,,,,110.7,13.2,2018
-111.962,60.02,FORT SMITH A,2202201,NT,14.4,0.0,,27.9,0.0,-0.7,0.0,0.0,0.0,,5.0,0.0,,,1.0,,,,123.9,13.1,2018
-111.929,60.026,FORT SMITH CLIMATE,2202202,NT,14.5,0.0,,28.3,0.0,-1.0,0.0,,,,18.0,0.0,,,6.0,,,,122.3,14.8,2018
-105.133,63.6,HANBURY RIVER,2202351,NT,9.3,8.0,,21.3,8.0,-2.3,8.0,,,,33.2,8.0,,,6.0,,,,201.2,0.0,2018
-115.783,60.84,HAY RIVER A,2202401,NT,14.5,0.0,,30.4,0.0,2.7,0.0,0.0,0.0,,9.6,0.0,,,4.0,,,,118.7,11.7,2018
-115.777,60.839,HAY RIVER CLIMATE,2202402,NT,14.8,1.0,,30.3,1.0,3.5,1.0,,,,2.7,1.0,,,1.0,,,,109.1,13.5,2018
-113.726,61.92,INNER WHALEBACKS,2202560,NT,13.5,5.0,,21.5,5.0,8.1,5.0,,,,27.2,5.0,,,6.0,,,,117.4,0.0,2018
-133.517,68.317,INUVIK CLIMATE,2202578,NT,7.5,0.0,,18.2,0.0,-0.7,0.0,,,,60.0,0.0,,,14.0,,,,324.7,0.0,2018
-117.245,63.134,LAC LA MARTRE,2202678,NT,13.1,0.0,,29.7,0.0,1.6,0.0,,,,,,,,,,,,154.2,1.8,2018
-126.799,65.281,NORMAN WELLS A,2202801,NT,11.0,0.0,,22.3,0.0,-2.1,0.0,1.8,0.0,,102.4,0.0,,,17.0,,,,216.6,0.0,2018
-126.753,65.288,NORMAN WELLS CLIMATE,2202810,NT,10.6,0.0,,22.7,0.0,-3.0,0.0,,,,94.7,0.0,,,14.0,,,,229.4,0.0,2018
-124.083,69.358,PAULATUK,2203058,NT,5.1,4.0,,12.9,4.0,-1.2,4.0,,,,31.7,4.0,,,8.0,,,,348.9,0.0,2018
-135.444,69.633,PELLY ISLAND,2203095,NT,5.3,4.0,,13.5,4.0,-0.8,4.0,,,,,,,,,,,,343.5,0.0,2018
-127.209,61.963,RABBIT KETTLE,2203342,NT,14.7,10.0,,28.6,10.0,0.7,10.0,,,,,,,,,,,,77.5,7.2,2018
-117.328,64.112,RAE LAKES,2203359,NT,12.4,1.0,,26.4,1.0,2.3,1.0,,,,47.9,1.0,,,11.0,,,,169.3,0.8,2018
-133.017,69.433,TUKTOYAKTUK,2203914,NT,5.9,1.0,,15.8,1.0,0.4,1.0,,,,,,,,,,,,363.5,0.0,2018
-122.359,69.199,TUKTUT NOGAIT,2203918,NT,3.5,21.0,,9.2,21.0,-3.9,21.0,,,,,,,,,,,,144.8,0.0,2018
-114.44,62.463,YELLOWKNIFE A,2204101,NT,13.0,0.0,,23.2,0.0,4.1,0.0,0.0,0.0,,38.7,0.0,,,11.0,,,,157.0,0.8,2018
-114.383,62.45,YELLOWKNIFE-HENDERSON,2204110,NT,17.1,0.0,,36.0,0.0,1.0,0.0,0.0,0.0,,7.5,0.0,,0.0,2.0,,,,66.0,39.5,2018
-123.742,61.242,YOHIN,2204300,NT,15.2,8.0,,31.7,8.0,2.7,8.0,,,,,,,,,,,,76.8,12.2,2018
-130.911,69.604,LIVERPOOL BAY,220B68C,NT,4.4,11.0,,14.7,11.0,-1.7,11.0,,,,,,,,,,,,271.4,0.0,2018
-130.228,67.179,LITTLE CHICAGO,220B6Q3,NT,10.0,12.0,,20.4,12.0,1.7,12.0,,,,,,,,,,,,152.4,0.0,2018
-122.851,61.125,LINDBURG LANDING,220N003,NT,14.8,5.0,,29.6,5.0,2.4,5.0,,,,41.6,5.0,,,7.0,,,,95.8,11.8,2018
-133.502,68.746,TRAIL VALLEY,220N005,NT,6.7,5.0,,16.2,5.0,-3.9,5.0,,,,36.0,5.0,,,11.0,,,,294.5,0.0,2018
-94.072,61.094,ARVIAT A,2300427,NU,9.7,1.0,,20.2,1.0,-0.1,0.0,,,,10.6,0.0,,,1.0,,,,249.1,0.0,2018
-96.0,64.317,BAKER LAKE CLIMATE,2300501,NU,8.6,0.0,,20.3,0.0,0.8,0.0,,,,45.7,0.0,,,9.0,,,,292.1,0.0,2018
-96.078,64.299,BAKER LAKE A,2300503,NU,8.9,2.0,,20.9,0.0,0.1,2.0,0.0,0.0,,42.0,0.0,,,7.0,,,,264.5,0.0,2018
-108.015,66.838,BATHURST INLET,2300551,NU,8.8,12.0,,21.8,12.0,-0.4,12.0,,,,48.4,12.0,,,8.0,,,,175.7,0.0,2018
-115.144,67.817,KUGLUKTUK A,2300903,NU,6.3,1.0,,17.5,0.0,-1.8,1.0,0.6,0.0,,45.8,0.0,,,12.0,,,,351.5,0.0,2018
-115.135,67.817,KUGLUKTUK CLIMATE,2300904,NU,6.3,1.0,,17.6,1.0,-1.9,1.0,,,,48.6,1.0,,,10.0,,,,350.2,0.0,2018
-83.359,64.193,CORAL HARBOUR A,2301002,NU,6.9,5.0,,17.6,1.0,-0.1,5.0,0.0,0.0,,94.0,0.0,,,15.0,,,,287.4,0.0,2018
-83.35,64.183,CORAL HARBOUR RCS,2301010,NU,6.8,7.0,,17.4,7.0,-0.8,7.0,,,,67.7,7.0,,,8.0,,,,269.1,0.0,2018
-100.884,61.132,ENNADAI LAKE (AUT),2301102,NU,11.0,5.0,,23.6,5.0,1.3,5.0,,,,16.4,5.0,,,6.0,,,,181.7,0.0,2018
-94.067,61.1,ARVIAT CLIMATE,2301153,NU,10.1,0.0,,24.1,0.0,0.1,0.0,,,,36.4,0.0,,,8.0,,,,245.8,0.8,2018
-95.85,68.636,GJOA HAVEN A,2302337,NU,4.8,7.0,,9.8,7.0,-1.0,7.0,,,,13.6,7.0,,,4.0,,,,316.0,0.0,2018
-95.85,68.636,GJOA HAVEN CLIMATE,2302340,NU,4.5,4.0,,9.9,4.0,-1.2,4.0,,,,21.0,4.0,,,5.0,,,,364.4,0.0,2018
-100.087,68.318,HAT ISLAND,2302370,NU,5.1,11.0,,11.4,11.0,0.1,11.0,,,,,,,,,,,,258.4,0.0,2018
-89.726,68.437,PELLY BAY,2303093,NU,3.3,1.0,,10.9,1.0,-2.3,0.0,,,,,,,,,,,,439.7,0.0,2018
-89.796,68.538,KUGAARUK CLIMATE,2303094,NU,5.2,2.0,,13.5,2.0,-3.0,2.0,,,,19.1,2.0,,,4.0,,,,371.4,0.0,2018
-92.115,62.811,RANKIN INLET A,2303405,NU,9.2,1.0,,20.5,0.0,2.0,1.0,0.0,0.0,,52.8,0.0,,,14.0,,,,264.8,0.0,2018
-79.26,56.537,SANIKILUAQ,2303668,NU,7.6,7.0,,19.8,7.0,0.8,7.0,,,,45.8,7.0,,,6.0,,,,249.8,0.0,2018
-93.433,68.817,SHEPHERD BAY A,2303685,NU,4.7,9.0,,13.1,9.0,-1.0,9.0,,,,,,,,,,,,291.6,0.0,2018
-111.246,65.755,LUPIN CS,230N002,NU,6.9,7.0,,17.3,7.0,-2.4,7.0,,,,79.4,7.0,,,11.0,,,,266.7,0.0,2018
-62.333,82.5,ALERT CLIMATE,2400305,NU,3.0,0.0,,15.6,0.0,-4.5,0.0,,,,17.6,0.0,,,4.0,,,,463.7,0.0,2018
-62.333,82.5,ALERT UA,2400306,NU,,,,,,,,19.4,0.0,,13.2,0.0,,0.0,3.0,,,,,,2018
-85.012,72.993,ARCTIC BAY CS,2400404,NU,3.5,4.0,,11.9,4.0,-0.7,4.0,,,,24.0,4.0,,,6.0,,,,392.7,0.0,2018
-64.146,63.34,BREVOORT ISLAND,2400565,NU,4.8,19.0,,12.4,19.0,0.4,19.0,,,,,,,,,,,,158.9,0.0,2018
-64.033,67.547,QIKIQTARJUAQ CLIMATE,2400573,NU,3.9,0.0,,16.9,0.0,-0.7,0.0,,,,,,,,,,,,438.6,0.0,2018
-64.032,67.547,QIKIQTARJUAQ A,2400577,NU,4.2,5.0,,16.9,5.0,-0.7,5.0,,,,49.1,5.0,,,8.0,,,,359.5,0.0,2018
-105.137,69.108,CAMBRIDGE BAY A,2400601,NU,5.3,0.0,,11.3,0.0,-1.5,0.0,0.4,0.0,,49.4,0.0,,,10.0,,,,395.1,0.0,2018
-105.138,69.108,CAMBRIDGE BAY GSN,2400602,NU,5.3,3.0,,11.0,3.0,-1.3,3.0,,,,46.3,1.0,,,8.0,,,,355.7,0.0,2018
-76.53,64.231,CAPE DORSET CLIMATE,2400636,NU,4.9,0.0,,12.2,0.0,0.4,0.0,,,,148.1,0.0,,,20.0,,,,407.4,0.0,2018
-76.525,64.23,CAPE DORSET A,2400637,NU,5.0,4.0,,11.5,4.0,0.5,4.0,,,,144.2,4.0,,,19.0,,,,350.6,0.0,2018
-78.293,73.668,CAPE LIVERPOOL,2400675,NU,1.8,5.0,,6.5,5.0,-1.3,5.0,,,,5.7,5.0,,,2.0,,,,420.8,0.0,2018
-107.823,69.036,CAPE PEEL WEST,2400697,NU,5.4,10.0,,13.1,10.0,-1.3,10.0,,,,,,,,,,,,264.8,0.0,2018
-68.517,70.483,CLYDE RIVER CLIMATE,2400802,NU,4.5,16.0,,14.0,16.0,-0.6,16.0,,,,18.2,16.0,,,3.0,,,,202.5,0.0,2018
-68.517,70.486,CLYDE RIVER A,2400804,NU,4.7,4.0,,14.1,4.0,-0.7,4.0,,,,17.8,4.0,,,3.0,,,,358.0,0.0,2018
-63.578,64.958,CAPE MERCY,2400F63,NU,3.8,29.0,,7.6,29.0,0.2,28.0,,,,,,,,,,,,28.5,0.0,2018
-71.167,68.65,DEWAR LAKES,2401030,NU,3.6,10.0,,10.5,10.0,-0.9,10.0,,,,,,,,,,,,301.7,0.0,2018
-85.934,79.989,EUREKA CLIMATE,2401199,NU,4.3,0.0,,11.9,0.0,-0.5,0.0,,,,0.7,0.0,,,0.0,,,,425.9,0.0,2018
-85.812,79.994,EUREKA A,2401203,NU,5.2,1.0,,14.9,1.0,-1.4,0.0,0.0,1.0,,3.6,1.0,,,1.0,,,,383.4,0.0,2018
-94.198,72.018,FORT ROSS,2402051,NU,3.4,6.0,,9.5,6.0,-1.0,6.0,,,,34.2,6.0,,,3.0,,,,365.6,0.0,2018
-100.267,70.633,GATESHEAD ISLAND,2402332,NU,1.5,4.0,,9.1,4.0,-4.7,4.0,,,,17.5,4.0,,,3.0,,,,445.8,0.0,2018
-82.902,76.423,GRISE FIORD CLIMATE,2402351,NU,2.9,6.0,,10.2,6.0,-1.7,6.0,,,,35.3,6.0,,,6.0,,,,378.0,0.0,2018
-81.244,68.776,HALL BEACH CLIMATE,2402353,NU,4.3,0.0,,11.6,0.0,-0.7,0.0,,,,69.1,0.0,,,8.0,,,,425.5,0.0,2018
-81.243,68.776,HALL BEACH A,2402354,NU,4.6,8.0,,11.7,8.0,0.8,8.0,,,,68.4,8.0,,,7.0,,,,307.2,0.0,2018
-68.544,63.747,IQALUIT CLIMATE,2402592,NU,6.4,2.0,,14.6,2.0,0.7,2.0,,,,109.0,3.0,,,17.0,,,,335.2,0.0,2018
-103.554,78.792,ISACHSEN (AUT),2402604,NU,1.4,5.0,,9.1,5.0,-5.0,5.0,,,,14.3,5.0,,,4.0,,,,431.2,0.0,2018
-65.711,66.143,PANGNIRTUNG,2403049,NU,7.2,1.0,,15.1,1.0,1.3,1.0,,,,147.0,1.0,,,17.0,,,,323.3,0.0,2018
